#ct	dtheta
0.30004	0.0176653
0.30005	0.0176992
0.30006	0.0177517
0.30007	0.0178021
0.30008	0.0177696
0.30009	0.0178273
0.3001	0.0179219
0.30011	0.0179463
0.30012	0.0179818
0.30013	0.0179049
0.30014	0.0178951
0.30015	0.0179075
0.30016	0.0178741
0.30017	0.0179145
0.30018	0.0178774
0.30019	0.0178423
0.3002	0.0178393
0.30021	0.0178092
0.30022	0.0177939
0.30023	0.0177993
0.30024	0.0178263
0.30025	0.0178083
0.30026	0.0177517
0.30027	0.0177402
0.30028	0.0177967
0.30029	0.0178497
0.3003	0.017856
0.30031	0.0179383
0.30032	0.0179127
0.30033	0.0179589
0.30034	0.0179675
0.30035	0.0179776
0.30036	0.0179615
0.30037	0.0179224
0.30038	0.0179235
0.30039	0.0179878
0.3004	0.0179335
0.30041	0.017948
0.30042	0.0178899
0.30043	0.0178639
0.30044	0.0177867
0.30045	0.0177864
0.30046	0.0177902
0.30047	0.0178271
0.30048	0.0177979
0.30049	0.0177134
0.3005	0.0176504
0.30051	0.0176587
0.30052	0.0176839
0.30053	0.0176271
0.30054	0.0176675
0.30055	0.0176533
0.30056	0.0176989
0.30057	0.0176242
0.30058	0.0176001
0.30059	0.0176186
0.3006	0.0176246
0.30061	0.0176143
0.30062	0.0176259
0.30063	0.017553
0.30064	0.0175456
0.30065	0.0176626
0.30066	0.0176362
0.30067	0.0175771
0.30068	0.0175036
0.30069	0.0175614
0.3007	0.0174934
0.30071	0.0174531
0.30072	0.0175071
0.30073	0.0175063
0.30074	0.0174622
0.30075	0.0174189
0.30076	0.0174425
0.30077	0.0174202
0.30078	0.0173523
0.30079	0.0172769
0.3008	0.0172963
0.30081	0.0173498
0.30082	0.0173498
0.30083	0.0172964
0.30084	0.0172319
0.30085	0.0173376
0.30086	0.0173443
0.30087	0.0173367
0.30088	0.0173797
0.30089	0.0174067
0.3009	0.017361
0.30091	0.0173537
0.30092	0.0173852
0.30093	0.0174406
0.30094	0.0174343
0.30095	0.0174125
0.30096	0.0173633
0.30097	0.0173039
0.30098	0.0172456
0.30099	0.0171868
0.301	0.0172167
0.30101	0.0171897
0.30102	0.0171838
0.30103	0.0171821
0.30104	0.0171796
0.30105	0.0171804
0.30106	0.0171857
0.30107	0.0172952
0.30108	0.0173107
0.30109	0.0173581
0.3011	0.0173101
0.30111	0.0172959
0.30112	0.0173387
0.30113	0.0173631
0.30114	0.0173754
0.30115	0.0173916
0.30116	0.017393
0.30117	0.017395
0.30118	0.0173536
0.30119	0.0174331
0.3012	0.0174861
0.30121	0.0175132
0.30122	0.0174447
0.30123	0.0174576
0.30124	0.0174355
0.30125	0.0173886
0.30126	0.0174062
0.30127	0.0174198
0.30128	0.0173419
0.30129	0.0173646
0.3013	0.0173453
0.30131	0.0173495
0.30132	0.0173477
0.30133	0.0173712
0.30134	0.0173729
0.30135	0.0174072
0.30136	0.0174317
0.30137	0.0173691
0.30138	0.0174071
0.30139	0.0174205
0.3014	0.0174398
0.30141	0.0174905
0.30142	0.0174346
0.30143	0.017508
0.30144	0.0175677
0.30145	0.0176277
0.30146	0.0175321
0.30147	0.0175465
0.30148	0.017563
0.30149	0.0175833
0.3015	0.0176057
0.30151	0.0176508
0.30152	0.0175903
0.30153	0.0175692
0.30154	0.017515
0.30155	0.0175243
0.30156	0.0175036
0.30157	0.0175279
0.30158	0.0174825
0.30159	0.0175129
0.3016	0.0175234
0.30161	0.017535
0.30162	0.0175246
0.30163	0.0175481
0.30164	0.0175005
0.30165	0.0175028
0.30166	0.0175442
0.30167	0.0174712
0.30168	0.0175038
0.30169	0.0174535
0.3017	0.0174244
0.30171	0.0174798
0.30172	0.0175177
0.30173	0.0174694
0.30174	0.0174494
0.30175	0.0174127
0.30176	0.0174221
0.30177	0.0174455
0.30178	0.0173509
0.30179	0.0173915
0.3018	0.0174057
0.30181	0.0173341
0.30182	0.017364
0.30183	0.0173584
0.30184	0.0173097
0.30185	0.0173176
0.30186	0.0172878
0.30187	0.0172922
0.30188	0.0173636
0.30189	0.0173942
0.3019	0.0173891
0.30191	0.0174102
0.30192	0.0174611
0.30193	0.0174577
0.30194	0.0173959
0.30195	0.0173684
0.30196	0.0173415
0.30197	0.0173553
0.30198	0.0172984
0.30199	0.0172705
0.302	0.0172422
0.30201	0.0171983
0.30202	0.0172091
0.30203	0.0171298
0.30204	0.0171439
0.30205	0.0171771
0.30206	0.0171763
0.30207	0.0171522
0.30208	0.0171468
0.30209	0.0171565
0.3021	0.0171056
0.30211	0.0170439
0.30212	0.0170739
0.30213	0.0171597
0.30214	0.017172
0.30215	0.0171563
0.30216	0.0171536
0.30217	0.0171456
0.30218	0.0171908
0.30219	0.01725
0.3022	0.0173043
0.30221	0.017291
0.30222	0.0173334
0.30223	0.0173847
0.30224	0.0174038
0.30225	0.0174085
0.30226	0.0174345
0.30227	0.017432
0.30228	0.0173816
0.30229	0.01743
0.3023	0.0174424
0.30231	0.0173445
0.30232	0.0173032
0.30233	0.0173225
0.30234	0.0172447
0.30235	0.0172335
0.30236	0.0172274
0.30237	0.0172491
0.30238	0.0172268
0.30239	0.0171665
0.3024	0.0171599
0.30241	0.0172583
0.30242	0.0172969
0.30243	0.0172766
0.30244	0.0172716
0.30245	0.0172918
0.30246	0.0172866
0.30247	0.0172995
0.30248	0.0171897
0.30249	0.0171997
0.3025	0.017183
0.30251	0.0171493
0.30252	0.0172016
0.30253	0.0172215
0.30254	0.0171957
0.30255	0.0171655
0.30256	0.0171733
0.30257	0.0171861
0.30258	0.017191
0.30259	0.0171604
0.3026	0.0171027
0.30261	0.0171811
0.30262	0.0171045
0.30263	0.01709
0.30264	0.0170655
0.30265	0.0171222
0.30266	0.0170916
0.30267	0.0172081
0.30268	0.0172548
0.30269	0.0171925
0.3027	0.0171577
0.30271	0.0170611
0.30272	0.0170716
0.30273	0.0171491
0.30274	0.0171495
0.30275	0.0171288
0.30276	0.0170829
0.30277	0.0170859
0.30278	0.016997
0.30279	0.017019
0.3028	0.0170836
0.30281	0.0170317
0.30282	0.0170791
0.30283	0.017072
0.30284	0.0170074
0.30285	0.0169652
0.30286	0.0168811
0.30287	0.0168238
0.30288	0.0168638
0.30289	0.0168377
0.3029	0.01685
0.30291	0.016836
0.30292	0.0168656
0.30293	0.0168662
0.30294	0.0168392
0.30295	0.0168853
0.30296	0.01677
0.30297	0.0167961
0.30298	0.0168375
0.30299	0.01684
0.303	0.0168614
0.30301	0.0168472
0.30302	0.0167915
0.30303	0.0167199
0.30304	0.0167098
0.30305	0.0166727
0.30306	0.0167182
0.30307	0.0167583
0.30308	0.0167336
0.30309	0.01678
0.3031	0.0167254
0.30311	0.0167279
0.30312	0.0166924
0.30313	0.0167894
0.30314	0.0167093
0.30315	0.0167636
0.30316	0.0167489
0.30317	0.0167526
0.30318	0.0167523
0.30319	0.0167927
0.3032	0.0167577
0.30321	0.0167912
0.30322	0.0168346
0.30323	0.0168604
0.30324	0.016974
0.30325	0.0170243
0.30326	0.0169763
0.30327	0.0169775
0.30328	0.0169706
0.30329	0.0170245
0.3033	0.0170881
0.30331	0.0170986
0.30332	0.0171373
0.30333	0.0171733
0.30334	0.0171742
0.30335	0.0171705
0.30336	0.01712
0.30337	0.0171185
0.30338	0.017029
0.30339	0.0169565
0.3034	0.016876
0.30341	0.0168648
0.30342	0.0168583
0.30343	0.0168145
0.30344	0.0168948
0.30345	0.0168819
0.30346	0.0169144
0.30347	0.0168701
0.30348	0.0168893
0.30349	0.0168089
0.3035	0.0167725
0.30351	0.0167267
0.30352	0.01672
0.30353	0.016705
0.30354	0.0166767
0.30355	0.0166935
0.30356	0.0166922
0.30357	0.0166578
0.30358	0.0166576
0.30359	0.0166357
0.3036	0.0166453
0.30361	0.0167317
0.30362	0.0167395
0.30363	0.0168112
0.30364	0.0168803
0.30365	0.0169272
0.30366	0.0169178
0.30367	0.0168944
0.30368	0.0168614
0.30369	0.0168257
0.3037	0.016804
0.30371	0.0167742
0.30372	0.0168752
0.30373	0.0168619
0.30374	0.0168609
0.30375	0.0169076
0.30376	0.0169427
0.30377	0.0169101
0.30378	0.0169607
0.30379	0.0169903
0.3038	0.017007
0.30381	0.0169427
0.30382	0.0169591
0.30383	0.0169477
0.30384	0.0169278
0.30385	0.016873
0.30386	0.0168567
0.30387	0.0169026
0.30388	0.0169331
0.30389	0.0169737
0.3039	0.0170109
0.30391	0.0169764
0.30392	0.0170263
0.30393	0.0170223
0.30394	0.0170373
0.30395	0.0169611
0.30396	0.0169177
0.30397	0.016965
0.30398	0.0169469
0.30399	0.016949
0.304	0.0169122
0.30401	0.0169665
0.30402	0.0169414
0.30403	0.0169764
0.30404	0.0170458
0.30405	0.0170681
0.30406	0.0170554
0.30407	0.0170741
0.30408	0.0169937
0.30409	0.0169814
0.3041	0.0169897
0.30411	0.0170302
0.30412	0.0170775
0.30413	0.0171783
0.30414	0.0171031
0.30415	0.0172057
0.30416	0.01722
0.30417	0.017236
0.30418	0.0172894
0.30419	0.0173057
0.3042	0.0173489
0.30421	0.0173587
0.30422	0.0174319
0.30423	0.0174465
0.30424	0.0174482
0.30425	0.0174627
0.30426	0.0174356
0.30427	0.017386
0.30428	0.0174488
0.30429	0.01738
0.3043	0.0172767
0.30431	0.0173247
0.30432	0.0173285
0.30433	0.0173101
0.30434	0.0173259
0.30435	0.0172799
0.30436	0.0173308
0.30437	0.0173778
0.30438	0.0174124
0.30439	0.0173463
0.3044	0.0173579
0.30441	0.0173982
0.30442	0.0174853
0.30443	0.017483
0.30444	0.0174145
0.30445	0.0174293
0.30446	0.0173849
0.30447	0.0174324
0.30448	0.0173905
0.30449	0.0173796
0.3045	0.0174674
0.30451	0.0174465
0.30452	0.0174361
0.30453	0.0174057
0.30454	0.0173725
0.30455	0.0174146
0.30456	0.0173827
0.30457	0.0174498
0.30458	0.017523
0.30459	0.0174917
0.3046	0.0174977
0.30461	0.0175023
0.30462	0.0174864
0.30463	0.0174909
0.30464	0.0174492
0.30465	0.0174063
0.30466	0.017371
0.30467	0.0173622
0.30468	0.0172393
0.30469	0.017235
0.3047	0.0172994
0.30471	0.0173221
0.30472	0.01738
0.30473	0.017374
0.30474	0.017305
0.30475	0.0173598
0.30476	0.0172928
0.30477	0.0172964
0.30478	0.0172937
0.30479	0.0172443
0.3048	0.0172598
0.30481	0.0173253
0.30482	0.0172821
0.30483	0.0172594
0.30484	0.0172147
0.30485	0.017201
0.30486	0.0172095
0.30487	0.0171633
0.30488	0.0172369
0.30489	0.0172133
0.3049	0.0172535
0.30491	0.017238
0.30492	0.017248
0.30493	0.0172268
0.30494	0.0173479
0.30495	0.0173708
0.30496	0.0173355
0.30497	0.0173158
0.30498	0.017371
0.30499	0.0173804
0.305	0.0173384
0.30501	0.0173299
0.30502	0.0173716
0.30503	0.0173968
0.30504	0.017422
0.30505	0.0175192
0.30506	0.0175377
0.30507	0.0175356
0.30508	0.0175819
0.30509	0.0176062
0.3051	0.0175721
0.30511	0.0174842
0.30512	0.0175251
0.30513	0.017549
0.30514	0.0175483
0.30515	0.0176226
0.30516	0.0176219
0.30517	0.0175734
0.30518	0.0175436
0.30519	0.0175498
0.3052	0.0175683
0.30521	0.0175776
0.30522	0.0175485
0.30523	0.0175779
0.30524	0.0176072
0.30525	0.0175824
0.30526	0.0175548
0.30527	0.0175546
0.30528	0.0175456
0.30529	0.0175325
0.3053	0.0175684
0.30531	0.0175742
0.30532	0.0176699
0.30533	0.0175866
0.30534	0.0176087
0.30535	0.0175959
0.30536	0.0176761
0.30537	0.0176514
0.30538	0.0176406
0.30539	0.0177307
0.3054	0.0177042
0.30541	0.0176593
0.30542	0.0176522
0.30543	0.017657
0.30544	0.0175814
0.30545	0.0176423
0.30546	0.0176213
0.30547	0.0176734
0.30548	0.0177815
0.30549	0.0178502
0.3055	0.0178488
0.30551	0.0177874
0.30552	0.0178523
0.30553	0.0178247
0.30554	0.0179086
0.30555	0.0179178
0.30556	0.0178722
0.30557	0.017845
0.30558	0.0177966
0.30559	0.0178441
0.3056	0.0178994
0.30561	0.0178544
0.30562	0.0177716
0.30563	0.0177624
0.30564	0.0178
0.30565	0.0178079
0.30566	0.0177236
0.30567	0.0176881
0.30568	0.0177099
0.30569	0.0177457
0.3057	0.0177966
0.30571	0.0178293
0.30572	0.0177712
0.30573	0.0178045
0.30574	0.0178673
0.30575	0.0178566
0.30576	0.017868
0.30577	0.0179202
0.30578	0.0179682
0.30579	0.0180087
0.3058	0.0179471
0.30581	0.0179231
0.30582	0.0178713
0.30583	0.0178611
0.30584	0.0178036
0.30585	0.0178502
0.30586	0.0178738
0.30587	0.0178806
0.30588	0.0178428
0.30589	0.0178755
0.3059	0.0178584
0.30591	0.01782
0.30592	0.0178614
0.30593	0.0179078
0.30594	0.0178973
0.30595	0.0178508
0.30596	0.0177668
0.30597	0.0177043
0.30598	0.0176535
0.30599	0.0177043
0.306	0.017655
0.30601	0.0176975
0.30602	0.0176897
0.30603	0.0176532
0.30604	0.0177095
0.30605	0.0177595
0.30606	0.0177857
0.30607	0.0177792
0.30608	0.017757
0.30609	0.017749
0.3061	0.0178193
0.30611	0.01783
0.30612	0.0178711
0.30613	0.0178732
0.30614	0.0179343
0.30615	0.0179333
0.30616	0.0178151
0.30617	0.0178551
0.30618	0.0178742
0.30619	0.0178714
0.3062	0.0178483
0.30621	0.0178549
0.30622	0.0178874
0.30623	0.0179686
0.30624	0.0179389
0.30625	0.0179645
0.30626	0.0178806
0.30627	0.0178832
0.30628	0.0180056
0.30629	0.0179763
0.3063	0.0179645
0.30631	0.0179583
0.30632	0.0180412
0.30633	0.0180049
0.30634	0.0180237
0.30635	0.0180048
0.30636	0.0180639
0.30637	0.0180891
0.30638	0.0181213
0.30639	0.0180749
0.3064	0.0180704
0.30641	0.0180564
0.30642	0.0180556
0.30643	0.0180875
0.30644	0.0181564
0.30645	0.0181467
0.30646	0.0181755
0.30647	0.0181805
0.30648	0.0182321
0.30649	0.0182715
0.3065	0.0181453
0.30651	0.0182375
0.30652	0.0183108
0.30653	0.0182928
0.30654	0.0182368
0.30655	0.0181855
0.30656	0.0181618
0.30657	0.0182046
0.30658	0.018227
0.30659	0.0181676
0.3066	0.0181625
0.30661	0.018181
0.30662	0.0181115
0.30663	0.0181598
0.30664	0.0181248
0.30665	0.0181679
0.30666	0.0181926
0.30667	0.0182504
0.30668	0.0182021
0.30669	0.0182078
0.3067	0.0181162
0.30671	0.0180887
0.30672	0.018122
0.30673	0.0181003
0.30674	0.0180608
0.30675	0.0180492
0.30676	0.0180242
0.30677	0.0180359
0.30678	0.0180601
0.30679	0.0180317
0.3068	0.0180826
0.30681	0.0180789
0.30682	0.0180582
0.30683	0.0180276
0.30684	0.0179872
0.30685	0.017989
0.30686	0.0180231
0.30687	0.0179789
0.30688	0.0180054
0.30689	0.0181081
0.3069	0.0181184
0.30691	0.0180533
0.30692	0.0180647
0.30693	0.0181325
0.30694	0.0181121
0.30695	0.0180979
0.30696	0.0181419
0.30697	0.0181523
0.30698	0.0181009
0.30699	0.0181463
0.307	0.0182261
0.30701	0.0182289
0.30702	0.0182149
0.30703	0.0182427
0.30704	0.0181953
0.30705	0.0181875
0.30706	0.0181808
0.30707	0.0181453
0.30708	0.018093
0.30709	0.0181478
0.3071	0.0181982
0.30711	0.0181483
0.30712	0.0181198
0.30713	0.0181257
0.30714	0.0181689
0.30715	0.0182104
0.30716	0.0182099
0.30717	0.0182054
0.30718	0.018223
0.30719	0.0181747
0.3072	0.0181566
0.30721	0.0181241
0.30722	0.0181718
0.30723	0.0182334
0.30724	0.0181843
0.30725	0.0181553
0.30726	0.0181811
0.30727	0.0181759
0.30728	0.0181221
0.30729	0.0181418
0.3073	0.0180658
0.30731	0.0180552
0.30732	0.0180779
0.30733	0.0180703
0.30734	0.0180193
0.30735	0.0180887
0.30736	0.018138
0.30737	0.0181109
0.30738	0.0181419
0.30739	0.0181933
0.3074	0.0182026
0.30741	0.0180817
0.30742	0.0181008
0.30743	0.0181394
0.30744	0.0181067
0.30745	0.0182108
0.30746	0.0182711
0.30747	0.0181557
0.30748	0.0180942
0.30749	0.0181356
0.3075	0.0181856
0.30751	0.0182489
0.30752	0.0182761
0.30753	0.0181398
0.30754	0.0181087
0.30755	0.0181943
0.30756	0.018143
0.30757	0.0181948
0.30758	0.0182547
0.30759	0.0182801
0.3076	0.0182536
0.30761	0.0182799
0.30762	0.0182599
0.30763	0.0182061
0.30764	0.0182883
0.30765	0.0182651
0.30766	0.0182046
0.30767	0.0181799
0.30768	0.0181782
0.30769	0.0182487
0.3077	0.01828
0.30771	0.0183279
0.30772	0.0182748
0.30773	0.0183237
0.30774	0.0183791
0.30775	0.0183686
0.30776	0.0183824
0.30777	0.0184265
0.30778	0.0184791
0.30779	0.0184409
0.3078	0.0184221
0.30781	0.0184415
0.30782	0.0184567
0.30783	0.0183552
0.30784	0.0183297
0.30785	0.0182908
0.30786	0.0183011
0.30787	0.0182726
0.30788	0.0182461
0.30789	0.0183344
0.3079	0.0183483
0.30791	0.0182787
0.30792	0.0183758
0.30793	0.0183139
0.30794	0.0183597
0.30795	0.0183695
0.30796	0.0183109
0.30797	0.0182689
0.30798	0.0182366
0.30799	0.0181886
0.308	0.0181825
0.30801	0.0181401
0.30802	0.0181244
0.30803	0.0181078
0.30804	0.0181146
0.30805	0.0181056
0.30806	0.0180899
0.30807	0.0180442
0.30808	0.0180143
0.30809	0.0179759
0.3081	0.0178738
0.30811	0.0178252
0.30812	0.0178215
0.30813	0.0178404
0.30814	0.0178724
0.30815	0.0178865
0.30816	0.017905
0.30817	0.0179359
0.30818	0.0179752
0.30819	0.0179611
0.3082	0.0178756
0.30821	0.0178612
0.30822	0.0179061
0.30823	0.0179157
0.30824	0.0179177
0.30825	0.0180116
0.30826	0.0180071
0.30827	0.0180427
0.30828	0.0180607
0.30829	0.0180358
0.3083	0.0180182
0.30831	0.018084
0.30832	0.0180571
0.30833	0.0179896
0.30834	0.0180263
0.30835	0.0180432
0.30836	0.0180256
0.30837	0.0180391
0.30838	0.0180309
0.30839	0.0180605
0.3084	0.0180558
0.30841	0.0180433
0.30842	0.0179526
0.30843	0.0180212
0.30844	0.0180394
0.30845	0.0179772
0.30846	0.018024
0.30847	0.018009
0.30848	0.0180154
0.30849	0.0179054
0.3085	0.0179566
0.30851	0.0180137
0.30852	0.0180064
0.30853	0.0179952
0.30854	0.0180005
0.30855	0.0180364
0.30856	0.0180465
0.30857	0.0181113
0.30858	0.0180794
0.30859	0.0181075
0.3086	0.0181861
0.30861	0.0181519
0.30862	0.0180752
0.30863	0.0180466
0.30864	0.0180266
0.30865	0.0179778
0.30866	0.0180274
0.30867	0.0180809
0.30868	0.0180821
0.30869	0.0181216
0.3087	0.0181214
0.30871	0.0182714
0.30872	0.0182598
0.30873	0.0182505
0.30874	0.0183032
0.30875	0.0182579
0.30876	0.0181707
0.30877	0.0181976
0.30878	0.0181774
0.30879	0.0182177
0.3088	0.0182225
0.30881	0.0183209
0.30882	0.0183794
0.30883	0.018334
0.30884	0.0182932
0.30885	0.0182639
0.30886	0.0182601
0.30887	0.0182872
0.30888	0.0182915
0.30889	0.0183157
0.3089	0.0183538
0.30891	0.0184251
0.30892	0.0184285
0.30893	0.0184193
0.30894	0.0184266
0.30895	0.0184856
0.30896	0.0185126
0.30897	0.0185405
0.30898	0.0185929
0.30899	0.0184903
0.309	0.0185024
0.30901	0.0185191
0.30902	0.0185895
0.30903	0.0185923
0.30904	0.0186383
0.30905	0.0186333
0.30906	0.0185847
0.30907	0.0186021
0.30908	0.0185992
0.30909	0.0186123
0.3091	0.0187445
0.30911	0.0187114
0.30912	0.0187017
0.30913	0.0187167
0.30914	0.0186973
0.30915	0.0187664
0.30916	0.0187528
0.30917	0.0187033
0.30918	0.0187459
0.30919	0.0187917
0.3092	0.018722
0.30921	0.0188028
0.30922	0.018718
0.30923	0.0187245
0.30924	0.0187273
0.30925	0.0187274
0.30926	0.018697
0.30927	0.0187652
0.30928	0.0187591
0.30929	0.0188274
0.3093	0.0187721
0.30931	0.0187977
0.30932	0.0188023
0.30933	0.0188349
0.30934	0.0188558
0.30935	0.0188135
0.30936	0.018815
0.30937	0.0187829
0.30938	0.0187369
0.30939	0.0187392
0.3094	0.0187656
0.30941	0.0188328
0.30942	0.0188841
0.30943	0.0189195
0.30944	0.0188681
0.30945	0.0189027
0.30946	0.0189049
0.30947	0.0189172
0.30948	0.0189536
0.30949	0.0189544
0.3095	0.0189742
0.30951	0.0190987
0.30952	0.0190803
0.30953	0.0190312
0.30954	0.0189403
0.30955	0.0189081
0.30956	0.0188772
0.30957	0.0188354
0.30958	0.0188547
0.30959	0.0188463
0.3096	0.01883
0.30961	0.0188763
0.30962	0.0188561
0.30963	0.0188049
0.30964	0.018831
0.30965	0.0188584
0.30966	0.0188179
0.30967	0.0188082
0.30968	0.0187973
0.30969	0.0187488
0.3097	0.0187584
0.30971	0.0187173
0.30972	0.018595
0.30973	0.0185685
0.30974	0.0184807
0.30975	0.0185304
0.30976	0.018465
0.30977	0.0185381
0.30978	0.0185798
0.30979	0.0186487
0.3098	0.0185956
0.30981	0.0185331
0.30982	0.0184929
0.30983	0.0184721
0.30984	0.0184572
0.30985	0.0184583
0.30986	0.0184781
0.30987	0.0184507
0.30988	0.0185025
0.30989	0.0185801
0.3099	0.0185425
0.30991	0.0185243
0.30992	0.0185433
0.30993	0.0184567
0.30994	0.0184639
0.30995	0.0184665
0.30996	0.0184765
0.30997	0.018416
0.30998	0.0183888
0.30999	0.0183204
0.31	0.0183114
0.31001	0.018309
0.31002	0.0183214
0.31003	0.0182792
0.31004	0.0183022
0.31005	0.0184307
0.31006	0.0183795
0.31007	0.0183406
0.31008	0.0182818
0.31009	0.0182958
0.3101	0.0183575
0.31011	0.0183558
0.31012	0.0183321
0.31013	0.0183499
0.31014	0.0183956
0.31015	0.0183824
0.31016	0.0183793
0.31017	0.0183871
0.31018	0.0184604
0.31019	0.0184374
0.3102	0.0184641
0.31021	0.0185283
0.31022	0.0185838
0.31023	0.0185251
0.31024	0.0184428
0.31025	0.0184191
0.31026	0.0183893
0.31027	0.0184041
0.31028	0.0183968
0.31029	0.0184389
0.3103	0.0183048
0.31031	0.0182994
0.31032	0.0182711
0.31033	0.018314
0.31034	0.0182684
0.31035	0.0183022
0.31036	0.018272
0.31037	0.0181719
0.31038	0.018182
0.31039	0.0182232
0.3104	0.0182141
0.31041	0.0181935
0.31042	0.0182087
0.31043	0.0182521
0.31044	0.018305
0.31045	0.0183298
0.31046	0.0182731
0.31047	0.0183713
0.31048	0.0183418
0.31049	0.0182992
0.3105	0.0182418
0.31051	0.0182296
0.31052	0.0182315
0.31053	0.0181968
0.31054	0.0182492
0.31055	0.0182324
0.31056	0.0182934
0.31057	0.0182325
0.31058	0.01819
0.31059	0.0182233
0.3106	0.0182148
0.31061	0.0180822
0.31062	0.0180481
0.31063	0.0179958
0.31064	0.0179998
0.31065	0.0178705
0.31066	0.0178034
0.31067	0.017849
0.31068	0.0178376
0.31069	0.0177377
0.3107	0.01772
0.31071	0.0176902
0.31072	0.0177357
0.31073	0.0177488
0.31074	0.0176317
0.31075	0.0176911
0.31076	0.0177605
0.31077	0.0178351
0.31078	0.0178216
0.31079	0.0177539
0.3108	0.0177713
0.31081	0.0177563
0.31082	0.0177664
0.31083	0.0177814
0.31084	0.017785
0.31085	0.0177704
0.31086	0.0177713
0.31087	0.0177871
0.31088	0.0177625
0.31089	0.0177372
0.3109	0.0177271
0.31091	0.0177591
0.31092	0.0177493
0.31093	0.0177838
0.31094	0.0177916
0.31095	0.0177476
0.31096	0.0177381
0.31097	0.0178064
0.31098	0.017823
0.31099	0.0178548
0.311	0.0178975
0.31101	0.0178618
0.31102	0.0178237
0.31103	0.0178832
0.31104	0.0177896
0.31105	0.0178816
0.31106	0.017914
0.31107	0.0179407
0.31108	0.0179608
0.31109	0.017997
0.3111	0.0180938
0.31111	0.0181825
0.31112	0.018167
0.31113	0.0181701
0.31114	0.0181924
0.31115	0.0182064
0.31116	0.0181787
0.31117	0.0180869
0.31118	0.0180541
0.31119	0.0180648
0.3112	0.0181803
0.31121	0.0181381
0.31122	0.0181238
0.31123	0.0181659
0.31124	0.0180497
0.31125	0.0179897
0.31126	0.0179858
0.31127	0.0179528
0.31128	0.0179288
0.31129	0.0179667
0.3113	0.0179408
0.31131	0.0178816
0.31132	0.0179426
0.31133	0.0179334
0.31134	0.0179146
0.31135	0.0179201
0.31136	0.0179187
0.31137	0.0179621
0.31138	0.0179384
0.31139	0.0179517
0.3114	0.0178375
0.31141	0.0178737
0.31142	0.0178902
0.31143	0.0179051
0.31144	0.0178388
0.31145	0.0178112
0.31146	0.0178291
0.31147	0.0177491
0.31148	0.0177291
0.31149	0.017714
0.3115	0.0177881
0.31151	0.0178165
0.31152	0.0177446
0.31153	0.0176616
0.31154	0.017615
0.31155	0.0176742
0.31156	0.0177212
0.31157	0.0177396
0.31158	0.0177564
0.31159	0.017694
0.3116	0.017607
0.31161	0.0176016
0.31162	0.0176199
0.31163	0.0175882
0.31164	0.0176641
0.31165	0.0176802
0.31166	0.0177061
0.31167	0.0176756
0.31168	0.0176963
0.31169	0.0176507
0.3117	0.0176308
0.31171	0.0176834
0.31172	0.0176774
0.31173	0.0176547
0.31174	0.0176534
0.31175	0.0176853
0.31176	0.0177309
0.31177	0.0177248
0.31178	0.0177428
0.31179	0.0177288
0.3118	0.0177205
0.31181	0.0177027
0.31182	0.0177314
0.31183	0.0176925
0.31184	0.017749
0.31185	0.0177263
0.31186	0.0177097
0.31187	0.0178269
0.31188	0.0178359
0.31189	0.0178124
0.3119	0.0177635
0.31191	0.0177559
0.31192	0.0177029
0.31193	0.0177237
0.31194	0.0177193
0.31195	0.0176829
0.31196	0.0175704
0.31197	0.0175532
0.31198	0.0175933
0.31199	0.0175637
0.312	0.0175014
0.31201	0.0175246
0.31202	0.0175489
0.31203	0.0175689
0.31204	0.0176091
0.31205	0.0176133
0.31206	0.0175969
0.31207	0.0175623
0.31208	0.0176344
0.31209	0.0176018
0.3121	0.0175409
0.31211	0.0175796
0.31212	0.0175442
0.31213	0.0175537
0.31214	0.0174393
0.31215	0.0173778
0.31216	0.0174479
0.31217	0.0174463
0.31218	0.0173817
0.31219	0.0173983
0.3122	0.0173501
0.31221	0.0173747
0.31222	0.0174013
0.31223	0.0174558
0.31224	0.0174398
0.31225	0.0174486
0.31226	0.0174561
0.31227	0.0175067
0.31228	0.0175522
0.31229	0.0175822
0.3123	0.0176026
0.31231	0.0176266
0.31232	0.017628
0.31233	0.0175565
0.31234	0.0174582
0.31235	0.0174201
0.31236	0.017316
0.31237	0.0172572
0.31238	0.0172461
0.31239	0.0172739
0.3124	0.0173036
0.31241	0.017357
0.31242	0.0173437
0.31243	0.0173968
0.31244	0.0173791
0.31245	0.0174608
0.31246	0.0174605
0.31247	0.0175391
0.31248	0.0175483
0.31249	0.0174982
0.3125	0.0174977
0.31251	0.0174901
0.31252	0.017528
0.31253	0.0174728
0.31254	0.0175081
0.31255	0.0175019
0.31256	0.0175247
0.31257	0.0175075
0.31258	0.0175313
0.31259	0.017431
0.3126	0.0174507
0.31261	0.0174052
0.31262	0.0174362
0.31263	0.0175245
0.31264	0.0175129
0.31265	0.0174952
0.31266	0.0175515
0.31267	0.0175699
0.31268	0.0176137
0.31269	0.017591
0.3127	0.0176049
0.31271	0.0175625
0.31272	0.0176104
0.31273	0.0174972
0.31274	0.017484
0.31275	0.0175071
0.31276	0.0174339
0.31277	0.0173787
0.31278	0.017343
0.31279	0.0172806
0.3128	0.017286
0.31281	0.0172913
0.31282	0.0171845
0.31283	0.0172547
0.31284	0.0171478
0.31285	0.0171577
0.31286	0.0171577
